id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
op-00724,One for the World — General Support (2023),One for the World,870000,2023-01-01,Open Philanthropy,GH,Effective Altruism (Global Health and Wellbeing),,,,,,,One for the World — General Support (2023). Focus area: Effective Altruism (Global Health and Wellbeing)
op-00680,"80,000 Hours — General Support (2023)","80,000 Hours",1200000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,"80,000 Hours — General Support (2023). Focus area: Global Catastrophic Risks Capacity Building"
op-00713,Animal Charity Evaluators — General Support (2023),Animal Charity Evaluators,350000,2023-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal Charity Evaluators — General Support (2023). Focus area: Farm Animal Welfare
op-00781,"University of California, Berkeley — Aging Research (Irina Conboy) (2023)","University of California, Berkeley",3042600,2023-01-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,"University of California, Berkeley — Aging Research (Irina Conboy) (2023). Focus area: Transformative Basic Science"
op-00691,High Impact Medicine — Community Building for Medical Students,High Impact Medicine,134000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,High Impact Medicine — Community Building for Medical Students. Focus area: Global Catastrophic Risks Capacity Building
op-00516,Effective Ventures Foundation — Effective Giving Summit,Effective Ventures Foundation,59344,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Ventures Foundation — Effective Giving Summit. Focus area: Global Catastrophic Risks Capacity Building
op-00605,Effective Ventures Foundation — Support for What We Owe The Future,Effective Ventures Foundation,37128,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Ventures Foundation — Support for What We Owe The Future. Focus area: Global Catastrophic Risks Capacity Building
op-00703,Harvard University — Center for Communicable Disease Dynamics,Harvard University,190000,2023-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Harvard University — Center for Communicable Disease Dynamics. Focus area: Biosecurity & Pandemic Preparedness
op-00564,Kyle House Group — Aid Policy Strategy,Kyle House Group,230000,2023-01-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Kyle House Group — Aid Policy Strategy. Focus area: Global Aid Policy
op-00711,Cooperation Canada — International Assistance Advocacy in Canada,Cooperation Canada,300000,2023-01-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Cooperation Canada — International Assistance Advocacy in Canada. Focus area: Global Aid Policy
op-00684,Existential Risks Alliance — Cambridge Fellowship,Existential Risks Alliance,1014116,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Existential Risks Alliance — Cambridge Fellowship. Focus area: Global Catastrophic Risks Capacity Building
op-00644,Longview Philanthropy — Research Support for Kacper Kowalczyk,Longview Philanthropy,74557,2023-01-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Longview Philanthropy — Research Support for Kacper Kowalczyk. Focus area: Global Catastrophic Risks
op-00645,Longview Philanthropy — Support for Richard Chappell,Longview Philanthropy,47500,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Longview Philanthropy — Support for Richard Chappell. Focus area: Global Catastrophic Risks Capacity Building
op-00769,Longview Philanthropy — Film Project Scoping Work,Longview Philanthropy,57500,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Longview Philanthropy — Film Project Scoping Work. Focus area: Global Catastrophic Risks Capacity Building
op-00673,Washington University in St. Louis — Omega-3 Trial for Pregnant Women,Washington University in St. Louis,1500000,2023-01-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Washington University in St. Louis — Omega-3 Trial for Pregnant Women. Focus area: Human Health and Wellbeing
op-00302,Biosecurity Fellowships,Unknown,520252,2023-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Biosecurity Fellowships. Focus area: Biosecurity & Pandemic Preparedness
op-00559,Adam Jermyn — Independent AI Alignment Research,Unknown,19231,2023-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Adam Jermyn — Independent AI Alignment Research. Focus area: Potential Risks from Advanced AI
op-00574,Jeremy Rubinoff — AI Safety Retreat,Unknown,16587,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Jeremy Rubinoff — AI Safety Retreat. Focus area: Global Catastrophic Risks Capacity Building
op-00631,Byron Cohen — Biosecurity Community Building,Unknown,5560,2023-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Byron Cohen — Biosecurity Community Building. Focus area: Biosecurity & Pandemic Preparedness
op-00632,Jake Pencharz — Metagenomic Sequencing Research,Unknown,12900,2023-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Jake Pencharz — Metagenomic Sequencing Research. Focus area: Biosecurity & Pandemic Preparedness
op-00726,PoliPoli — Youth Outreach for Global Health Aid,PoliPoli,181621,2023-01-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,PoliPoli — Youth Outreach for Global Health Aid. Focus area: Global Aid Policy
op-00629,Cambridge Boston Alignment Initiative — Machine Learning Bootcamps,Cambridge Boston Alignment Initiative,284629,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Cambridge Boston Alignment Initiative — Machine Learning Bootcamps. Focus area: Global Catastrophic Risks Capacity Building
op-00695,International Rescue Committee — USAID Placement,International Rescue Committee,1278332,2023-01-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,International Rescue Committee — USAID Placement. Focus area: Global Aid Policy
op-00688,EffiSciences — Existential Risk Programs,Effisciences,9600,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,EffiSciences — Existential Risk Programs. Focus area: Global Catastrophic Risks Capacity Building
op-00527,"Centre for Effective Altruism — General Support (EVF USA, January 2023)","Centre for Effective Altruism,Effective Ventures Foundation USA",4700000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,"Centre for Effective Altruism — General Support (EVF USA, January 2023). Focus area: Global Catastrophic Risks Capacity Building"
op-00614,University of Toronto — Alignment Research,University of Toronto,80000,2023-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,University of Toronto — Alignment Research. Focus area: Potential Risks from Advanced AI
op-00536,Eon Essay Contest — The Precipice Essay Contest (2023),Eon Essay Contest,73000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Eon Essay Contest — The Precipice Essay Contest (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00577,Good Judgment Inc. — Forecasting Review on Power-Seeking AI,Good Judgment Inc.,231000,2023-01-01,Open Philanthropy,LTXR,Forecasting,,,,,,,Good Judgment Inc. — Forecasting Review on Power-Seeking AI. Focus area: Forecasting
op-00565,Altruistic Agency — Tech Support for Nonprofits,Altruistic Agency,30000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Altruistic Agency — Tech Support for Nonprofits. Focus area: Global Catastrophic Risks Capacity Building
op-00611,Bertha von Suttner-Studienwerk — University Scholarships,Bertha von Suttner-Studienwerk,110000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Bertha von Suttner-Studienwerk — University Scholarships. Focus area: Global Catastrophic Risks Capacity Building
op-00630,Neel Nanda — Interpretability Research,Neel Nanda,70000,2023-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Neel Nanda — Interpretability Research. Focus area: Potential Risks from Advanced AI
op-00642,Librea — Effective Altruism Book Rights,Librea,55000,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Librea — Effective Altruism Book Rights. Focus area: Global Catastrophic Risks Capacity Building
op-00643,Sebastian Lodemann — Existential Risk Projects,Sebastian Lodemann,43000,2023-01-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Sebastian Lodemann — Existential Risk Projects. Focus area: Global Catastrophic Risks
op-00658,University of Georgia — Malaria Research (2023),University of Georgia,192925,2023-01-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Georgia — Malaria Research (2023). Focus area: Human Health and Wellbeing
op-00665,Sharpen Strategy — Farm Animal Welfare Consulting,Sharpen Strategy,2500000,2023-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Sharpen Strategy — Farm Animal Welfare Consulting. Focus area: Farm Animal Welfare
op-00672,IMPROVE — Egg Alternatives Research,IMPROVE,65756,2023-01-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,IMPROVE — Egg Alternatives Research. Focus area: Alternatives to Animal Products
op-00683,UC Santa Cruz — Adversarial Robustness Research (2023),"University of California, Santa Cruz",114000,2023-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,UC Santa Cruz — Adversarial Robustness Research (2023). Focus area: Potential Risks from Advanced AI
op-00696,University of British Columbia — AI Alignment Research,University of British Columbia,100375,2023-01-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,University of British Columbia — AI Alignment Research. Focus area: Potential Risks from Advanced AI
op-00700,Oliver Crook — Travel Grant for Biological Attribution Event,Oliver Crook,4553,2023-01-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Oliver Crook — Travel Grant for Biological Attribution Event. Focus area: Biosecurity & Pandemic Preparedness
op-00710,Development Innovation Ventures — Scaling Up Global Health Interventions,Development Innovation Ventures,45000000,2023-01-01,Open Philanthropy,GH,Global Health & Development,,,,,,,Development Innovation Ventures — Scaling Up Global Health Interventions. Focus area: Global Health & Development
op-00716,Lausanne AI Alignment — AI Alignment Bootcamp,Lausanne AI Alignment,21092,2023-01-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Lausanne AI Alignment — AI Alignment Bootcamp. Focus area: Global Catastrophic Risks Capacity Building
op-00745,International Foundation for Social Impact — Air Quality Governance Support,International Foundation for Social Impact,590000,2023-01-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,International Foundation for Social Impact — Air Quality Governance Support. Focus area: South Asian Air Quality
op-00779,Animal Friends Jogja — Farm Animal Welfare in Indonesia (2022),Animal Friends Jogja,139000,2023-01-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal Friends Jogja — Farm Animal Welfare in Indonesia (2022). Focus area: Farm Animal Welfare
op-00780,World Resources Institute — City Government Support for Air Quality,World Resources Institute,1200000,2023-01-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,World Resources Institute — City Government Support for Air Quality. Focus area: South Asian Air Quality
gw-00187,Childhood Pneumonia Treatment Program Phaseout,Results for Development Institute Inc,1006445,2022-12-21,GiveWell,GH,Global Health & Development,Board Designated,,Tanzania,Antibiotics,Board Designated,https://www.givewell.org/research/grants/results-for-development-december-2022,Childhood Pneumonia Treatment Program Phaseout. Country: Tanzania. Topics: Antibiotics. Funded by: Board Designated
op-00772,Rethink Priorities — Global Health and Wellbeing Research (2022),Rethink Priorities,690000,2022-12-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,Rethink Priorities — Global Health and Wellbeing Research (2022). Focus area: Global Health & Wellbeing
op-00727,Stanford University — Bangladeshi Brick Kilns RCT,Stanford University,206910,2022-12-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,Stanford University — Bangladeshi Brick Kilns RCT. Focus area: South Asian Air Quality
op-00770,Scarlet Spark — Animal Welfare Management Coaching,Scarlet Spark,150000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Scarlet Spark — Animal Welfare Management Coaching. Focus area: Farm Animal Welfare
op-00697,University of Wisconsin–Madison — Layer Hen Welfare Research,University of Wisconsin–Madison,279000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,University of Wisconsin–Madison — Layer Hen Welfare Research. Focus area: Farm Animal Welfare
op-00722,Forecasting Research Institute — Science of Forecasting,Forecasting Research Institute,6305675,2022-12-01,Open Philanthropy,LTXR,Forecasting,,,,,,,Forecasting Research Institute — Science of Forecasting. Focus area: Forecasting
op-00702,University of Southern California — Syphilis Genome Sequencing,University of Southern California,90000,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Southern California — Syphilis Genome Sequencing. Focus area: Human Health and Wellbeing
op-00741,Effective Altruism Consulting Network — General Support (2022),Consultants for Impact,34500,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Altruism Consulting Network — General Support (2022). Focus area: Global Catastrophic Risks Capacity Building
op-00793,University of Pennsylvania — Adrenal Cell Research,University of Pennsylvania,1320000,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Pennsylvania — Adrenal Cell Research. Focus area: Human Health and Wellbeing
op-00679,AidData — General Support,AidData,250000,2022-12-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,AidData — General Support. Focus area: Global Aid Policy
op-00648,Effective Ventures Foundation — Office Space,Effective Ventures Foundation,1835390,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Ventures Foundation — Office Space. Focus area: Global Catastrophic Risks Capacity Building
op-00782,Effective Ventures Foundation — General Support,Effective Ventures Foundation,11425000,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Ventures Foundation — General Support. Focus area: Global Catastrophic Risks Capacity Building
op-00704,FAR AI — General Support (2022),FAR AI,625000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,FAR AI — General Support (2022). Focus area: Potential Risks from Advanced AI
op-00714,FAR AI — Interpretability Research,FAR AI,50000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,FAR AI — Interpretability Research. Focus area: Potential Risks from Advanced AI
op-00738,FAR AI — Inverse Scaling Prize,FAR AI,49500,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,FAR AI — Inverse Scaling Prize. Focus area: Potential Risks from Advanced AI
op-00742,Yale University — Cardiovascular Research,Yale University,400000,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Yale University — Cardiovascular Research. Focus area: Human Health and Wellbeing
op-00774,Humánny pokrok — Farm Animal Welfare in Slovakia,Humánny pokrok,357628,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Humánny pokrok — Farm Animal Welfare in Slovakia. Focus area: Farm Animal Welfare
op-00763,Animal & Vegan Advocacy Summit — Travel Scholarships (2023 Summit),Animal &amp; Vegan Advocacy Summit,150000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal & Vegan Advocacy Summit — Travel Scholarships (2023 Summit). Focus area: Farm Animal Welfare
op-00623,Platinum — Japanese Aid Advocacy Travel,Platinum,250000,2022-12-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Platinum — Japanese Aid Advocacy Travel. Focus area: Global Aid Policy
op-00682,Compassion in World Farming — Regranting for Farm Animal Welfare in Asia,Compassion in World Farming,170000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Compassion in World Farming — Regranting for Farm Animal Welfare in Asia. Focus area: Farm Animal Welfare
op-00723,Focus Philanthropy — Farm Animal Welfare Fundraising,Focus Philanthropy,220000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Focus Philanthropy — Farm Animal Welfare Fundraising. Focus area: Farm Animal Welfare
op-00730,Michel Justen — Career Transition,Unknown,13000,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Michel Justen — Career Transition. Focus area: Global Catastrophic Risks Capacity Building
op-00736,Simon McGregor — AI Risk Workshop,Unknown,7000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Simon McGregor — AI Risk Workshop. Focus area: Potential Risks from Advanced AI
op-00740,Cara Wilcox — Broiler Chicken Research,Unknown,106810,2022-12-01,Open Philanthropy,AW,Broiler Chicken Welfare,,,,,,,Cara Wilcox — Broiler Chicken Research. Focus area: Broiler Chicken Welfare
op-00762,Jérémy Scheurer — Independent AI Alignment Research,Unknown,110000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Jérémy Scheurer — Independent AI Alignment Research. Focus area: Potential Risks from Advanced AI
op-00764,Pru Elliott — Corporate Campaign Coaching,Unknown,32610,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Pru Elliott — Corporate Campaign Coaching. Focus area: Farm Animal Welfare
op-00778,Andrew Szanton — Operation Warp Speed Memoir,Unknown,75000,2022-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Andrew Szanton — Operation Warp Speed Memoir. Focus area: Biosecurity & Pandemic Preparedness
op-00823,Chelsea Liang — Biosecurity Policy in Australia,Unknown,31099,2022-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Chelsea Liang — Biosecurity Policy in Australia. Focus area: Biosecurity & Pandemic Preparedness
op-00718,Plant Based Foods Institute — International Regranting Against Labeling Laws,Plant Based Foods Institute,595000,2022-12-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,Plant Based Foods Institute — International Regranting Against Labeling Laws. Focus area: Alternatives to Animal Products
op-00790,GiveWell — General Support (2022),GiveWell,4233048,2022-12-01,Open Philanthropy,GH,Global Health & Development,,,,,,,GiveWell — General Support (2022). Focus area: Global Health & Development
op-00737,Purdue University — Language Model Research,Purdue University,170000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Purdue University — Language Model Research. Focus area: Potential Risks from Advanced AI
op-00513,Data for Decisions — Syphilis Vaccine Economic Research,Data for Decisions,425800,2022-12-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,Data for Decisions — Syphilis Vaccine Economic Research. Focus area: Global Health & Wellbeing
op-00515,Tara Climate Foundation — Clean Energy Transition in Asia,Tara Climate Foundation,10000000,2022-12-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,Tara Climate Foundation — Clean Energy Transition in Asia. Focus area: Global Health & Wellbeing
op-00824,Atlas Fellowship — General Support,Atlas Fellowship,1800000,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Atlas Fellowship — General Support. Focus area: Global Catastrophic Risks Capacity Building
op-00578,Welfare Footprint Project — Research on Animal Welfare Reforms (2023),Welfare Footprint Project,1250000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Welfare Footprint Project — Research on Animal Welfare Reforms (2023). Focus area: Farm Animal Welfare
op-00613,Khon Kaen University — Tuberculosis Diagnostic via Raman Spectroscopy,Khon Kaen University,1248280,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Khon Kaen University — Tuberculosis Diagnostic via Raman Spectroscopy. Focus area: Human Health and Wellbeing
op-00689,Apart Research — AI Alignment Hackathons,Apart Research,89000,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Apart Research — AI Alignment Hackathons. Focus area: Potential Risks from Advanced AI
op-00701,Foundation for Professional Development Fund — Syphilis Genome Sequencing,Foundation for Professional Development Fund,229080,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Foundation for Professional Development Fund — Syphilis Genome Sequencing. Focus area: Human Health and Wellbeing
op-00705,Latecomer Institute — Longtermist Magazine,Latecomer Institute,234000,2022-12-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Latecomer Institute — Longtermist Magazine. Focus area: Global Catastrophic Risks Capacity Building
op-00708,Tyler Whitmer — Scoping Work for Biosecurity Legal Research,Tyler Whitmer,125000,2022-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Tyler Whitmer — Scoping Work for Biosecurity Legal Research. Focus area: Biosecurity & Pandemic Preparedness
op-00712,Massachusetts Institute of Technology Media Lab — Biosecurity Research (2022),Massachusetts Institute of Technology Media Lab,2648881,2022-12-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Massachusetts Institute of Technology Media Lab — Biosecurity Research (2022). Focus area: Biosecurity & Pandemic Preparedness
op-00734,Georgetown University — Policy Fellowship (2022),Georgetown University,239061,2022-12-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Georgetown University — Policy Fellowship (2022). Focus area: Potential Risks from Advanced AI
op-00748,Malaria No More — Malaria Funding Advocacy,Malaria No More,3400000,2022-12-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Malaria No More — Malaria Funding Advocacy. Focus area: Global Aid Policy
op-00755,University of Notre Dame — Biofilm-Resistant Catheters,University of Notre Dame,895000,2022-12-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Notre Dame — Biofilm-Resistant Catheters. Focus area: Human Health and Wellbeing
op-00771,The Pollination Project — Movement Building (2022),The Pollination Project,370000,2022-12-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,The Pollination Project — Movement Building (2022). Focus area: Farm Animal Welfare
op-00784,Lead Exposure Elimination Project — General Support,Lead Exposure Elimination Project,150000,2022-12-01,Open Philanthropy,GH,Global Public Health Policy,,,,,,,Lead Exposure Elimination Project — General Support. Focus area: Global Public Health Policy
gw-00188,Malnutrition Treatment in Niger and Nigeria,ALIMA USA,13455542,2022-11-17,GiveWell,GH,Global Health & Development,Board Designated,,"Niger,Nigeria",Nutrition; Malnutrition,Board Designated,https://www.givewell.org/research/grants/alliance-for-international-medical-action-malnutrition-chad-may-2021-niger-nigeria-november-2022,"Malnutrition Treatment in Niger and Nigeria. Country: Niger,Nigeria. Topics: Nutrition,Malnutrition. Funded by: Board Designated"
gw-00189,Perennial Malaria Chemoprevention Pilot in the Democratic Republic of the Congo,PATH,6226000,2022-11-15,GiveWell,GH,Global Health & Development,Board Designated,,Democratic Republic of the Congo,Malaria; Perennial malaria chemoprevention (PMC),Board Designated,https://www.givewell.org/research/grants/PATH-perennial-malaria-chemoprevention-pilot-democratic-republic-of-congo-november-2022,"Perennial Malaria Chemoprevention Pilot in the Democratic Republic of the Congo. Country: Democratic Republic of the Congo. Topics: Malaria,Perennial malaria chemoprevention (PMC). Funded by: Board Designated"
gw-00190,Scoping Grant for Participatory Learning and Action for Maternal and Neonatal Health,Spark Microgrants,53740,2022-11-15,GiveWell,GH,Global Health & Development,All Grants Fund,,"Malawi,Rwanda,Uganda","""Maternal; neonatal; and child health""",All Grants Fund,https://www.givewell.org/research/grants/spark-microgrants-participatory-learning-action-mnh-november-2022,"Scoping Grant for Participatory Learning and Action for Maternal and Neonatal Health. Country: Malawi,Rwanda,Uganda. Topics: ""Maternal, neonatal, and child health"". Funded by: All Grants Fund"
gw-00191,Expansion of Conditional Cash Transfers for Infant Immunization,New Incentives,30186650,2022-11-04,GiveWell,GH,Global Health & Development,Board Designated,,Nigeria,Conditional cash transfers (CCTs); Incentives; Vaccines,Board Designated; Top Charities Fund; All Grants Fund,https://www.givewell.org/research/grants/new-incentives-nigeria-expansion-november-2022,"Expansion of Conditional Cash Transfers for Infant Immunization. Country: Nigeria. Topics: Conditional cash transfers (CCTs),Incentives,Vaccines. Funded by: Board Designated,Top Charities Fund,All Grants Fund"
gw-00192,Newborn Care Program Focused on Kangaroo Mother Care,"RICE Institute, Inc",2423199,2022-11-02,GiveWell,GH,Global Health & Development,Board Designated,,India,"""Maternal; neonatal; and child health""",Board Designated; Individual donor,https://www.givewell.org/research/grants/rice-kangaroo-mother-care-november-2022,"Newborn Care Program Focused on Kangaroo Mother Care. Country: India. Topics: ""Maternal, neonatal, and child health"". Funded by: Board Designated,Individual donor"
op-00698,SecureBio — Biosecurity Research,SecureBio,1420937,2022-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,SecureBio — Biosecurity Research. Focus area: Biosecurity & Pandemic Preparedness
op-00739,Eurogroup for Animals — Farm Animal Welfare in Europe (2022),Eurogroup for Animals,5699748,2022-11-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Eurogroup for Animals — Farm Animal Welfare in Europe (2022). Focus area: Farm Animal Welfare
op-00821,Aquatic Life Institute — Aquatic Animal Welfare,Aquatic Life Institute,150000,2022-11-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Aquatic Life Institute — Aquatic Animal Welfare. Focus area: Farm Animal Welfare
op-00826,Equalia — Corporate Campaigns (2022),Equalia,2409106,2022-11-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Equalia — Corporate Campaigns (2022). Focus area: Farm Animal Welfare
op-00707,AI Safety Support — SERI MATS Program,AI Safety Support,1538000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,AI Safety Support — SERI MATS Program. Focus area: Potential Risks from Advanced AI
op-00641,Alignment Research Center — General Support (November 2022),Alignment Research Center,1250000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Alignment Research Center — General Support (November 2022). Focus area: Potential Risks from Advanced AI
op-00731,AI Safety Hub — Safety Labs,AI Safety Hub,47359,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,AI Safety Hub — Safety Labs. Focus area: Potential Risks from Advanced AI
op-00728,Berkeley Existential Risk Initiative — Machine Learning Alignment Theory Scholars,Berkeley Existential Risk Initiative,2047268,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Berkeley Existential Risk Initiative — Machine Learning Alignment Theory Scholars. Focus area: Potential Risks from Advanced AI
op-00865,Berkeley Existential Risk Initiative — General Support (2022),Berkeley Existential Risk Initiative,100000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Berkeley Existential Risk Initiative — General Support (2022). Focus area: Potential Risks from Advanced AI
op-00859,New York University — Ethiopia Urban Expansion Initiative Follow-Up,New York University,450000,2022-11-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,New York University — Ethiopia Urban Expansion Initiative Follow-Up. Focus area: Global Health & Wellbeing
op-00822,Northeastern University — Large Language Model Interpretability Research,Northeastern University,562128,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Northeastern University — Large Language Model Interpretability Research. Focus area: Potential Risks from Advanced AI
op-00777,Longview Philanthropy — Far-UVC Event,Longview Philanthropy,60000,2022-11-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Longview Philanthropy — Far-UVC Event. Focus area: Biosecurity & Pandemic Preparedness
op-00791,Jacob Steinhardt — AI Alignment Research,Unknown,100000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Jacob Steinhardt — AI Alignment Research. Focus area: Potential Risks from Advanced AI
op-00815,Michael Ward — Effective Altruism Book Purchases,Unknown,2400,2022-11-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Michael Ward — Effective Altruism Book Purchases. Focus area: Global Catastrophic Risks Capacity Building
op-00820,Nathan Maya — Effective Altruism Student Retreat,Unknown,11850,2022-11-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Nathan Maya — Effective Altruism Student Retreat. Focus area: Global Catastrophic Risks Capacity Building
op-00827,Mordechai Rorvig — Independent AI Journalism,Unknown,110000,2022-11-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Mordechai Rorvig — Independent AI Journalism. Focus area: Potential Risks from Advanced AI
